datetime,consumption_reinforcement,consumption_concentrate,consumption_pellets,consumption_scrap,production_all_reinforcement,production_rus_reinforcement,production_all_concentrate,production_rus_concentrate,production_all_pellets,production_rus_pellets,production_all_coke,production_rus_coke,import_reinforcement,import_concentrate,import_pellets,import_scrap,import_coke,export_reinforcement,export_concentrate,export_pellets,export_coke,export_scrap,exchange_rate_usd,scrap_price_lme_M01,scrap_price_lme_M06,scrap_price_lme_M15,Mean_US_Dollar_Russian_Ruble_USD/RUB,Mean_US_Dollar_Russian_Ruble_USD/RUB_TOM,Mean_Russian_Ruble_US_Dollar_RUB/USD,Mean_Euro_Russian_Ruble_EUR/RUB,Mean_Russian_Ruble_Euro_RUB/EUR,Mean_Chinese_Yuan_Russian_Ruble_CNY/RUB,Mean_Russian_Ruble_Chinese_Yuan_RUB/CNY,Mean_Russian_Ruble_Turkish_Lira_RUB/TRY,Mean_Turkish_Lira_Russian_Ruble_TRY/RUB,Mean_Dow_Jones_Iron_&_Steel_DJUSST_NYSE,Volume_Dow_Jones_Iron_&_Steel_DJUSST_NYSE,Mean_Taiwan_Steel_TSTI_Taiwan,Volume_Taiwan_Steel_TSTI_Taiwan,Mean_Coal_(ICI_4)_Indonesian_Coal_Index_Futures_IICc1_CME,Volume_Coal_(ICI_4)_Indonesian_Coal_Index_Futures_IICc1_CME,Mean_ZCE_Thermal_Coal_CZCc1_ZCE,Volume_ZCE_Thermal_Coal_CZCc1_ZCE,Mean_STEEL_HRC_FOB_CHINA_Futures_MHCc1_London,Volume_STEEL_HRC_FOB_CHINA_Futures_MHCc1_London,Mean_Steel_Rebar_Futures_SRRc1_London,Volume_Steel_Rebar_Futures_SRRc1_London,Mean_Steel_Scrap_Futures_SSCc1_London,Volume_Steel_Scrap_Futures_SSCc1_London,Mean_US_Midwest_Domestic_Hot-Rolled_Coil_Steel_Futures_HRCc1_CME,Volume_US_Midwest_Domestic_Hot-Rolled_Coil_Steel_Futures_HRCc1_CME,Mean_Metallurgical_Coke_Futures_DCJc1_DCE,Volume_Metallurgical_Coke_Futures_DCJc1_DCE,Mean_Rotterdam_Coal_Futures_ATWMc1_ICE,Volume_Rotterdam_Coal_Futures_ATWMc1_ICE,Mean_Coal_(API2)_CIF_ARA_(ARGUS-McCloskey)_Futures_MTFc1_CME,Volume_Coal_(API2)_CIF_ARA_(ARGUS-McCloskey)_Futures_MTFc1_CME,Mean_Coal_(API4)_FOB_Richards_Bay_(ARGUS-McCloskey)_Futures_FMFc1_CME,Volume_Coal_(API4)_FOB_Richards_Bay_(ARGUS-McCloskey)_Futures_FMFc1_CME,Mean_Coking_Coal_Futures_DJMc1_DCE,Volume_Coking_Coal_Futures_DJMc1_DCE,Mean_Iron_ore_fines_62%_Fe_CFR_Futures_TIOc1_CME,Volume_Iron_ore_fines_62%_Fe_CFR_Futures_TIOc1_CME,WPU101707,WPU101,WPU10170301,PCU3312213312211,WPU101703,WPU101704,WPU101705,WPU101708,PCU3312213312213,PCU331222331222,china_credit_impulse,ChinaHousingPriceYoY,China-ShanghaiShenzhenCSI300Index,shipment_reinforcement_sum,shipment_scrap_sum,prod_prices_reinf_imp_min,prod_prices_reinf_imp_median,prod_prices_reinf_imp_mean,prod_prices_reinf_imp_max,prod_prices_reinf_inn_min,prod_prices_reinf_inn_median,prod_prices_reinf_inn_mean,prod_prices_reinf_inn_max,prod_prices_scrap_inn_min,prod_prices_scrap_inn_median,prod_prices_scrap_inn_mean,prod_prices_scrap_inn_max
2018-01-11,482.19,8619.71,3473.257,871.738,969.2,510.3,14771.6,8467.1,6419.4,4127.4,3443.8,2314.0,82.85,415.0,160.0,25.757,7.123,110.9,262.4,814.2,208.7,179.172,56.8734,373.0,348.0,325.0,56.74915,,0.0176,68.1815,0.01465,8.7263,0.11455,0.06665,15.0,305.0,20369574.0,108.47,175642001408.0,,,697.0,0.0,,,573.5,0.0,373.0,303.0,666.0,0.0,2199.25,42.0,95.4,50.0,95.4,6.0,96.95,0.0,1300.0,0.0,77.72,0.0,211.5,217.6,116.6,192.5,131.3,178.1,239.8,193.9,181.2,188.9,27.0,5.0,4205.59,399.5,845.8,543.0,543.0,543.0,543.0,30800.0,33790.0,34029.6,38116.0,251.0,12950.0,7898.71,15400.0
2018-01-12,482.19,8619.71,3473.257,871.738,969.2,510.3,14771.6,8467.1,6419.4,4127.4,3443.8,2314.0,82.85,415.0,160.0,25.757,7.123,110.9,262.4,814.2,208.7,179.172,56.9957,375.0,335.0,325.0,56.58455,,0.01765,68.4285,0.0146,8.733,0.1144999999999999,0.0665,15.035,305.98,19589284.0,108.865,140650004480.0,,,695.0,0.0,,,573.5,0.0,375.0,415.0,668.0,65.0,2145.25,204.0,95.7,85.0,95.65,47.0,97.25,36.0,1300.0,0.0,77.37,0.0,211.5,217.6,116.6,192.5,131.3,178.1,239.8,193.9,181.2,188.9,27.0,5.0,4225.0,399.5,845.8,543.0,543.0,543.0,543.0,30800.0,33790.0,34029.6,38116.0,251.0,12950.0,7898.71,15400.0
2018-01-13,482.19,8619.71,3473.257,871.738,969.2,510.3,14771.6,8467.1,6419.4,4127.4,3443.8,2314.0,82.85,415.0,160.0,25.757,7.123,110.9,262.4,814.2,208.7,179.172,56.6019,375.0,335.0,325.0,56.58455,,0.01765,68.4285,0.0146,8.733,0.1144999999999999,0.0665,15.035,305.98,19589284.0,108.865,140650004480.0,,,695.0,0.0,,,573.5,0.0,375.0,415.0,668.0,65.0,2145.25,204.0,95.7,85.0,95.65,47.0,97.25,36.0,1300.0,0.0,77.37,0.0,211.5,217.6,116.6,192.5,131.3,178.1,239.8,193.9,181.2,188.9,27.0,5.0,4225.0,399.5,845.8,543.0,543.0,543.0,543.0,30800.0,33790.0,34029.6,38116.0,251.0,12950.0,7898.71,15400.0
2018-01-14,482.19,8619.71,3473.257,871.738,969.2,510.3,14771.6,8467.1,6419.4,4127.4,3443.8,2314.0,82.85,415.0,160.0,25.757,7.123,110.9,262.4,814.2,208.7,179.172,56.6019,375.0,335.0,325.0,56.58455,,0.01765,68.4285,0.0146,8.777550000000002,0.1144999999999999,0.0665,15.035,305.98,19589284.0,108.865,140650004480.0,,,695.0,0.0,,,573.5,0.0,375.0,415.0,668.0,65.0,2145.25,204.0,95.7,85.0,95.65,47.0,97.25,36.0,1300.0,0.0,77.37,0.0,211.5,217.6,116.6,192.5,131.3,178.1,239.8,193.9,181.2,188.9,27.0,5.0,4225.0,399.5,845.8,543.0,543.0,543.0,543.0,30800.0,33790.0,34029.6,38116.0,251.0,12950.0,7898.71,15400.0
2018-01-15,482.19,8619.71,3473.257,871.738,969.2,510.3,14771.6,8467.1,6419.4,4127.4,3443.8,2314.0,82.85,415.0,160.0,25.757,7.123,110.9,262.4,814.2,208.7,179.172,56.6019,371.0,338.0,325.0,56.4624,,0.0177,69.102,0.0144999999999999,8.783000000000001,0.11385,0.0668499999999999,14.965,305.98,19589284.0,107.84,144012001280.0,,,695.0,0.0,,,564.0,75.0,371.0,380.0,668.0,65.0,2182.0,504.0,95.5,97.0,95.65,47.0,97.25,36.0,1352.0,1286.0,77.37,0.0,211.5,217.6,116.6,192.5,131.3,178.1,239.8,193.9,181.2,188.9,27.0,5.0,4225.24,399.5,845.8,543.0,543.0,543.0,543.0,30800.0,33790.0,34029.6,38116.0,251.0,12950.0,7898.71,15400.0
2018-01-16,482.19,8619.71,3473.257,871.738,969.2,510.3,14771.6,8467.1,6419.4,4127.4,3443.8,2314.0,82.85,415.0,160.0,25.757,7.123,110.9,262.4,814.2,208.7,179.172,56.3569,371.0,338.0,321.0,56.43125,,0.01775,69.12950000000001,0.01445,8.7614,0.11415,0.06755,14.835,304.48,22693812.0,106.96,69017001984.0,,,695.0,0.0,,,564.0,92.0,371.0,405.0,672.0,141.0,2006.0,0.0,95.35,112.0,95.35,1.0,97.25,25.0,1323.5,0.0,76.51,0.0,211.5,217.6,116.6,192.5,131.3,178.1,239.8,193.9,181.2,188.9,27.0,5.0,4258.47,399.5,845.8,543.0,543.0,543.0,543.0,30800.0,33790.0,34029.6,38116.0,251.0,12950.0,7898.71,15400.0
2018-01-17,482.19,8619.71,3473.257,871.738,969.2,510.3,14771.6,8467.1,6419.4,4127.4,3443.8,2314.0,82.85,415.0,160.0,25.757,7.123,110.9,262.4,814.2,208.7,179.172,56.3878,371.0,342.0,321.0,56.736,,0.01765,69.3105,0.0144,8.80745,0.11355,0.0673,14.855,303.33,17492264.0,107.135,106443997184.0,,,695.0,0.0,,,564.0,0.0,371.0,15.0,675.0,0.0,1972.0,8.0,95.2,16.0,95.15,1.0,97.4,0.0,1323.5,0.0,76.27,0.0,211.5,217.6,116.6,192.5,131.3,178.1,239.8,193.9,181.2,188.9,27.0,5.0,4248.12,399.5,845.8,543.0,543.0,543.0,543.0,30800.0,33790.0,34029.6,38116.0,251.0,12950.0,7898.71,15400.0
2018-01-18,482.19,8619.71,3473.257,871.738,969.2,510.3,14771.6,8467.1,6419.4,4127.4,3443.8,2314.0,82.85,415.0,160.0,25.757,7.123,110.9,262.4,814.2,208.7,179.172,56.5925,370.0,345.0,320.0,56.6229,,0.01765,69.2045,0.01445,8.81015,0.1134,0.0669,14.95,302.89,15920052.0,107.065,78310998016.0,,,695.0,0.0,,,564.0,0.0,370.0,63.0,675.0,0.0,1989.5,22.0,95.0,80.0,95.0,25.0,97.45,0.0,1323.5,0.0,76.18,0.0,211.5,217.6,116.6,192.5,131.3,178.1,239.8,193.9,181.2,188.9,27.0,5.0,4271.42,399.5,845.8,543.0,543.0,543.0,543.0,30800.0,33790.0,34029.6,38116.0,251.0,12950.0,7898.71,15400.0
2018-01-19,482.19,8619.71,3473.257,871.738,969.2,510.3,14771.6,8467.1,6419.4,4127.4,3443.8,2314.0,82.85,415.0,160.0,25.757,7.123,110.9,262.4,814.2,208.7,179.172,56.7597,370.0,350.0,314.0,56.62635,,0.01765,69.3365,0.01445,8.83175,0.1133,0.067,14.95,301.8,20265348.0,106.8,73086001152.0,,,682.4,0.0,,,564.0,0.0,370.0,3.0,675.0,65.0,1997.5,0.0,95.2,28.0,95.25,0.0,97.55,20.0,1323.5,0.0,76.68,0.0,211.5,217.6,116.6,192.5,131.3,178.1,239.8,193.9,181.2,188.9,27.0,5.0,4285.4,399.5,845.8,543.0,543.0,543.0,543.0,30800.0,33790.0,34029.6,38116.0,251.0,12950.0,7898.71,15400.0
2018-01-20,482.19,8619.71,3473.257,871.738,969.2,510.3,14771.6,8467.1,6419.4,4127.4,3443.8,2314.0,82.85,415.0,160.0,25.757,7.123,110.9,262.4,814.2,208.7,179.172,56.5892,370.0,350.0,314.0,56.62635,,0.01765,69.3365,0.01445,8.83175,0.1133,0.067,14.95,301.8,20265348.0,106.8,73086001152.0,,,682.4,0.0,,,564.0,0.0,370.0,3.0,675.0,65.0,1997.5,0.0,95.2,28.0,95.25,0.0,97.55,20.0,1323.5,0.0,76.68,0.0,211.5,217.6,116.6,192.5,131.3,178.1,239.8,193.9,181.2,188.9,27.0,5.0,4285.4,399.5,845.8,543.0,543.0,543.0,543.0,30800.0,33790.0,34029.6,38116.0,251.0,12950.0,7898.71,15400.0
2018-01-21,482.19,8619.71,3473.257,871.738,969.2,510.3,14771.6,8467.1,6419.4,4127.4,3443.8,2314.0,82.85,415.0,160.0,25.757,7.123,110.9,262.4,814.2,208.7,179.172,56.5892,370.0,350.0,314.0,56.62635,,0.01765,69.3365,0.01445,8.85655,0.1133,0.067,14.95,301.8,20265348.0,106.8,73086001152.0,,,682.4,0.0,,,564.0,0.0,370.0,3.0,675.0,65.0,1997.5,0.0,95.2,28.0,95.25,0.0,97.55,20.0,1323.5,0.0,76.68,0.0,211.5,217.6,116.6,192.5,131.3,178.1,239.8,193.9,181.2,188.9,27.0,5.0,4285.4,399.5,845.8,543.0,543.0,543.0,543.0,30800.0,33790.0,34029.6,38116.0,251.0,12950.0,7898.71,15400.0
2018-01-22,482.19,8619.71,3473.257,871.738,969.2,510.3,14771.6,8467.1,6419.4,4127.4,3443.8,2314.0,82.85,415.0,160.0,25.757,7.123,110.9,262.4,814.2,208.7,179.172,56.5892,368.0,347.0,314.0,56.5837,,0.01765,69.247,0.01445,8.8378,0.11315,0.0673,14.85,302.68,21516822.0,106.61,87148003328.0,,,689.2,0.0,,,564.0,0.0,368.0,93.0,679.0,10.0,1997.5,0.0,95.25,18.0,95.35,0.0,97.55,0.0,1323.5,0.0,76.6,0.0,211.5,217.6,116.6,192.5,131.3,178.1,239.8,193.9,181.2,188.9,27.0,5.0,4336.6,399.5,845.8,543.0,543.0,543.0,543.0,30800.0,33790.0,34029.6,38116.0,251.0,12950.0,7898.71,15400.0
2018-01-23,482.19,8619.71,3473.257,871.738,969.2,510.3,14771.6,8467.1,6419.4,4127.4,3443.8,2314.0,82.85,415.0,160.0,25.757,7.123,110.9,262.4,814.2,208.7,179.172,56.6261,367.0,344.0,314.0,56.464,,0.01775,69.19999999999999,0.01445,8.8169,0.11345,0.0670999999999999,14.915,303.295,32861120.0,106.395,53492998144.0,,,689.2,0.0,,,564.0,0.0,367.0,15.0,677.0,4.0,2019.75,4.0,95.25,8.0,95.25,0.0,97.6,0.0,1323.5,0.0,75.96,0.0,211.5,217.6,116.6,192.5,131.3,178.1,239.8,193.9,181.2,188.9,27.0,5.0,4382.61,399.5,845.8,543.0,543.0,543.0,543.0,30800.0,33790.0,34029.6,38116.0,251.0,12950.0,7898.71,15400.0
2018-01-24,482.19,8619.71,3473.257,871.738,969.2,510.3,14771.6,8467.1,6419.4,4127.4,3443.8,2314.0,82.85,415.0,160.0,25.757,7.123,110.9,262.4,814.2,208.7,179.172,56.4115,367.0,346.0,314.0,56.32,,0.01775,69.572,0.0144,8.82375,0.11335,0.06665,14.995,306.395,20354284.0,106.145,85192998912.0,,,693.2,0.0,,,564.0,0.0,367.0,0.0,679.0,5.0,2019.5,0.0,95.15,2.0,95.2,0.0,97.55,0.0,1323.5,0.0,76.21,0.0,211.5,217.6,116.6,192.5,131.3,178.1,239.8,193.9,181.2,188.9,27.0,5.0,4389.89,399.5,845.8,543.0,543.0,543.0,543.0,30800.0,33790.0,34029.6,38116.0,251.0,12950.0,7898.71,15400.0
2018-01-25,482.19,8619.71,3473.257,871.738,969.2,510.3,14771.6,8467.1,6419.4,4127.4,3443.8,2314.0,82.85,415.0,160.0,25.757,7.123,110.9,262.4,814.2,208.7,179.172,56.3888,364.0,338.0,313.0,55.88765,,0.0179,69.5,0.0144,8.8437,0.1132,0.0668,14.945,304.98,23271532.0,106.95,107616002048.0,,,727.8,4.0,,,565.0,18.0,364.0,6.0,679.0,0.0,2065.0,6.0,95.2,10.0,95.25,10.0,97.7,0.0,1307.5,4.0,76.21,0.0,211.5,217.6,116.6,192.5,131.3,178.1,239.8,193.9,181.2,188.9,27.0,5.0,4365.08,399.5,845.8,543.0,543.0,543.0,543.0,30800.0,33790.0,34029.6,38116.0,251.0,12950.0,7898.71,15400.0
2018-01-26,482.19,8619.71,3473.257,871.738,969.2,510.3,14771.6,8467.1,6419.4,4127.4,3443.8,2314.0,82.85,415.0,160.0,25.757,7.123,110.9,262.4,814.2,208.7,179.172,55.9288,364.0,345.0,313.0,56.00415,,0.0178499999999999,69.656,0.0144,8.86345,0.11285,0.06695,14.94,305.775,16704284.0,106.675,79417999360.0,,,727.8,0.0,,,564.0,45.0,364.0,0.0,679.0,0.0,2085.0,0.0,95.3,11.0,95.25,5.0,97.3,0.0,1307.5,0.0,76.21,0.0,211.5,217.6,116.6,192.5,131.3,178.1,239.8,193.9,181.2,188.9,27.0,5.0,4381.3,399.5,845.8,543.0,543.0,543.0,543.0,30800.0,33790.0,34029.6,38116.0,251.0,12950.0,7898.71,15400.0
2018-01-27,482.19,8619.71,3473.257,871.738,969.2,510.3,14771.6,8467.1,6419.4,4127.4,3443.8,2314.0,82.85,415.0,160.0,25.757,7.123,110.9,262.4,814.2,208.7,179.172,55.8288,364.0,345.0,313.0,56.00415,,0.0178499999999999,69.656,0.0144,8.86345,0.11285,0.06695,14.94,305.775,16704284.0,106.675,79417999360.0,,,727.8,0.0,,,564.0,45.0,364.0,0.0,679.0,0.0,2085.0,0.0,95.3,11.0,95.25,5.0,97.3,0.0,1307.5,0.0,76.21,0.0,211.5,217.6,116.6,192.5,131.3,178.1,239.8,193.9,181.2,188.9,27.0,5.0,4381.3,399.5,845.8,543.0,543.0,543.0,543.0,30800.0,33790.0,34029.6,38116.0,251.0,12950.0,7898.71,15400.0
